,id,title,artist,album_artist,album,year,track,total_tracks
75,4767ffce-5100-48d0-8d51-61b916cf9ba7,Wir lieben Dudelsack,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,2,14
76,d0d161b1-79ab-4f46-aec9-935eb27a7144,Jungfernkranz,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,3,14
77,785090b5-9bee-4a42-8d43-cc5a0d06c549,Wunsch ist Wunsch,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,4,14
78,420ce089-213a-43df-9d1b-ff8cd1347e50,Latte,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,5,14
79,c7838eab-ae50-4b81-a9ce-f8adf9bcf82d,Monogamie,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,6,14
80,a3203aa9-67f0-49f7-8ed3-d7e99781619d,Maria,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,7,14
81,b4dd4fa8-dd6e-4368-963d-f33703e5964b,Des Kriegers Sohn,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,8,14
82,1b64a262-6304-4a5b-9080-89ce1edaccce,Der Henker,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,9,14
83,7a86720c-8167-4352-a871-5511fdba2571,Toleranz,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,10,14
84,5d5fd31c-e405-4a20-82ee-1006ac95ab93,Metmaschine,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,11,14
85,fb1b298f-0ebc-4425-8f99-ffbc3aaffa41,Vorspiel,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,12,14
86,420c8ee0-6016-4280-b2fe-8b808eebf193,Symposium,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,13,14
87,57a2022f-bee8-4a92-8ab7-d124697a58a9,Albrecht der Bruchpilot,['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,14,14
88,15e81801-55eb-454f-b4e7-21071d0206c7,Mach dich frei,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,1,14
89,1898109b-7239-48b9-977c-da72acd25d37,Schlammschlacht,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,2,14
90,96662990-1727-42f7-a1fe-0b650c20e42b,Johanna,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,3,14
91,4fe45c67-4581-4702-b74f-306f881a59d6,Metnotstand im Märchenland,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,4,14
92,1f755e79-0eca-4cfc-9537-78e2a04b28d8,Mieze für immer,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,5,14
93,8731c66c-1695-43a2-ac55-b3f2f63f2410,Der Geizhals,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,6,14
94,f9a554da-4c3b-448f-a5dd-3885fb59cf43,Die Spielmannsträne,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,7,14
95,05e7e440-a159-4e67-9f1d-fbabc230ac81,Genoveva,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,8,14
96,af56a23c-7e0c-4c69-a2a8-95561b6ed98c,Nimmerland,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,9,14
97,b36b3e6c-aea1-44ec-b9dd-e666d0c9e02b,Aurum potabile,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,10,14
98,a0a542a8-4900-4f31-90e0-c63a1674e8cd,Bandit,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,11,14
99,bb1c035e-46e0-4fb4-bfd3-780a29e3d796,Der Hengst,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,12,14
100,80ac101d-d701-40b0-973f-b1b14138ecfd,Rübezahl,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,13,14
101,ef3d8aa8-3b5d-41d0-a280-c33ab8c08400,Das niemals endende Gelage,['Feuerschwanz'],Feuerschwanz,Walhalligalli,2012,14,14
102,be29922e-9e4f-458c-8ae9-2fca33e106dc,Metnotstand im Märchenland,['Feuerschwanz'],Feuerschwanz,Metnotstand im Märchenland,2012,1,1
103,c8645187-ae85-46d5-81c1-71e5cf73150a,Auf's Leben,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,1,15
104,b19402e5-284b-4edb-862b-4d7947921a26,Herz im Sturm,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,2,15
105,2562c817-c533-4597-9b79-f4c932a00877,Mann aus Metall,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,3,15
106,7bb7cc76-dd00-48d4-9b24-cefefe1324dc,Zuckerbrot und Peitsche,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,4,15
107,f8612d6e-3d9e-4280-bc8d-c58bacbeaa9a,Hans,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,5,15
108,826687c0-6de6-409b-bcb7-e1c2947238c8,"Blöde Frage, Saufgelage",['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,6,15
109,f329d2e3-fb47-4b63-b1a1-7d7af777910a,Seemannsliebe,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,7,15
110,1c0a5d4d-46b6-4ee5-86fd-25daeae620f9,Auf Wiederseh'n,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,8,15
111,4713b0ea-4a64-4289-9b64-ed28ca73a485,Träumer und Tor,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,9,15
112,54d33aa0-ff40-4c98-a41c-892c3856b550,Sündenfrei (zum Sonderpreis),['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,10,15
113,67f71222-cbc9-4853-9af2-3d99b955fd92,Ohrwurm,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,11,15
114,055e23a1-44d8-4282-9374-8c5aef99ff86,Der Druide,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,12,15
115,d9e28407-c51b-420f-9611-69127c275735,Frisch Gezapft,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,13,15
116,1ab30043-e920-49ed-820e-3651b7efa499,In vino veritas,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,14,15
117,150c4725-db87-4640-a9d1-01655a5f41cb,Auf's Leben (Nach der Feier),['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,15,15
118,c8645187-ae85-46d5-81c1-71e5cf73150a,Auf's Leben,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,1,13
119,b19402e5-284b-4edb-862b-4d7947921a26,Herz im Sturm,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,2,13
120,2562c817-c533-4597-9b79-f4c932a00877,Mann aus Metall,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,3,13
121,7bb7cc76-dd00-48d4-9b24-cefefe1324dc,Zuckerbrot und Peitsche,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,4,13
122,f8612d6e-3d9e-4280-bc8d-c58bacbeaa9a,Hans,['Feuerschwanz'],Feuerschwanz,Auf's Leben!,2014,5,13
